storm_id,storm_name,year,grid_impact_index_v5r,grid_impact_index_v5r_stoch,rank_v5r_det,rank_v5r_stoch,rank_shift,abs_rank_shift
WP052023,DOKSURI,2023,0.0,0.0,50.0,221.0,-171.0,171.0
WP022023,MAWAR,2023,0.0,0.0,50.0,221.0,-171.0,171.0
WP262022,NALGAE,2022,0.0,0.0766818639696248,50.0,81.0,-31.0,31.0
WP232022,NESAT,2022,0.0,0.0,50.0,221.0,-171.0,171.0
WP142022,MUIFA,2022,0.0,0.0,50.0,221.0,-171.0,171.0
WP122022,HINNAMNOR,2022,0.0,0.0051020408163265,50.0,165.0,-115.0,115.0
WP192021,CHANTHU,2021,0.0,0.0,50.0,221.0,-171.0,171.0
WP182021,CONSON,2021,0.0,0.040126050420168,50.0,119.0,-69.0,69.0
WP022021,SURIGAE,2021,0.0,0.0,50.0,221.0,-171.0,171.0
WP131947,MILDRED,1947,0.0,0.0,50.0,221.0,-171.0,171.0
WP242005,BOLAVEN,2005,0.0,0.0051020408163265,50.0,165.0,-115.0,115.0
WP092005,MATSA,2005,0.0,0.0,50.0,221.0,-171.0,171.0
WP052005,HAITANG,2005,0.0,0.0,50.0,221.0,-171.0,171.0
WP022005,ROKE,2005,0.0,0.06827888306256,50.0,89.0,-39.0,39.0
WP302004,NANMADOL,2004,0.0,0.0,50.0,221.0,-171.0,171.0
WP292004,MUIFA,2004,0.0,0.0051020408163265,50.0,165.0,-115.0,115.0
WP282004,NOCK-TEN,2004,0.0,0.0,50.0,221.0,-171.0,171.0
WP102004,MINDULLE,2004,0.0,0.0051020408163265,50.0,165.0,-115.0,115.0
WP072004,CONSON,2004,0.0,0.0,50.0,221.0,-171.0,171.0
WP042004,NIDA,2004,0.0,0.0,50.0,221.0,-171.0,171.0
WP252003,NEPARTAK,2003,0.0,0.0,50.0,221.0,-171.0,171.0
WP242003,MELOR,2003,0.0,0.0051020408163265,50.0,165.0,-115.0,115.0
WP142003,DUJUAN,2003,0.0,0.0,50.0,221.0,-171.0,171.0
WP202011,NESAT,2011,0.0,0.0595299004384082,50.0,101.0,-51.0,51.0
WP102003,MORAKOT,2003,0.0,0.0,50.0,221.0,-171.0,171.0
WP101983,ELLEN,1983,0.0,0.0,50.0,221.0,-171.0,171.0
WP072003,SOUDELOR,2003,0.0,0.0,50.0,221.0,-171.0,171.0
WP022003,KUJIRA,2003,0.0,0.0,50.0,221.0,-171.0,171.0
WP072002,NOGURI,2002,0.0,0.0,50.0,221.0,-171.0,171.0
WP272001,LINGLING,2001,0.0,0.0,50.0,221.0,-171.0,171.0
WP232001,LEKIMA,2001,0.0,0.0,50.0,221.0,-171.0,171.0
WP112001,TORAJI,2001,0.0,0.0,50.0,221.0,-171.0,171.0
WP102001,YUTU,2001,0.0,0.0,50.0,221.0,-171.0,171.0
WP062001,UTOR,2001,0.0,0.0,50.0,221.0,-171.0,171.0
WP042001,CHEBI,2001,0.0,0.0,50.0,221.0,-171.0,171.0
WP312000,BEBINCA,2000,0.0,0.4557572349163163,50.0,6.0,44.0,44.0
WP302000,XANGSANE,2000,0.0,0.3471254113084248,50.0,13.0,37.0,37.0
WP232000,WUKONG,2000,0.0,0.0,50.0,221.0,-171.0,171.0
WP122003,KROVANH,2003,0.0,0.010204081632653,50.0,149.0,-99.0,99.0
WP142011,NANMADOL,2011,0.0,0.0,50.0,221.0,-171.0,171.0
WP102011,NOCK-TEN,2011,0.0,0.0,50.0,221.0,-171.0,171.0
WP042011,SONGDA,2011,0.0,0.0,50.0,221.0,-171.0,171.0
WP162010,CHABA,2010,0.0,0.0,50.0,221.0,-171.0,171.0
WP032010,CONSON,2010,0.0,0.021198972856159,50.0,135.0,-85.0,85.0
WP232009,MIRINAE,2009,0.0,0.0153061224489795,50.0,145.0,-95.0,95.0
WP222009,LUPIT,2009,0.0,0.0,50.0,221.0,-171.0,171.0
WP192009,PARMA,2009,0.0,0.0051020408163265,50.0,165.0,-115.0,115.0
WP072009,MOLAVE,2009,0.0,0.0,50.0,221.0,-171.0,171.0
WP032009,LINFA,2009,0.0,0.0,50.0,221.0,-171.0,171.0
WP022009,CHAN-HOM,2009,0.0,0.0357142857142857,50.0,123.0,-73.0,73.0
WP012009,KUJIRA,2009,0.0,0.0,50.0,221.0,-171.0,171.0
WP192008,JANGMI,2008,0.0,0.0051020408163265,50.0,165.0,-115.0,115.0
WP022006,CHANCHU,2006,0.0,0.0,50.0,221.0,-171.0,171.0
WP152008,SINLAKU,2008,0.0,0.0051020408163265,50.0,165.0,-115.0,115.0
WP132008,NURI,2008,0.0,0.0051020408163265,50.0,165.0,-115.0,115.0
WP092008,FUNG-WONG,2008,0.0,0.0,50.0,221.0,-171.0,171.0
WP052008,HALONG,2008,0.0,0.0941625048927561,50.0,69.0,-19.0,19.0
WP242007,MITAG,2007,0.0,0.0,50.0,221.0,-171.0,171.0
WP212007,PEIPAH,2007,0.0,0.0,50.0,221.0,-171.0,171.0
WP172007,KROSA,2007,0.0,0.0,50.0,221.0,-171.0,171.0
WP092007,SEPAT,2007,0.0,0.0,50.0,221.0,-171.0,171.0
WP072007,PABUK,2007,0.0,0.0,50.0,221.0,-171.0,171.0
WP252006,UTOR,2006,0.0,0.0966297966212709,50.0,65.0,-15.0,15.0
WP232006,CHEBI,2006,0.0,0.0827966547291802,50.0,76.0,-26.0,26.0
WP142006,SHANSHAN,2006,0.0,0.0,50.0,221.0,-171.0,171.0
WP062006,KAEMI,2006,0.0,0.0,50.0,221.0,-171.0,171.0
WP042006,EWINIAR,2006,0.0,0.0,50.0,221.0,-171.0,171.0
WP182008,HAGUPIT,2008,0.0,0.0,50.0,221.0,-171.0,171.0
WP081959,IRIS,1959,0.0,0.0,50.0,221.0,-171.0,171.0
WP051959,BILLIE,1959,0.0,0.0,50.0,221.0,-171.0,171.0
WP181958,LORNA,1958,0.0,0.0,50.0,221.0,-171.0,171.0
WP131958,GRACE,1958,0.0,0.0,50.0,221.0,-171.0,171.0
WP071958,WINNIE,1958,0.0,0.0,50.0,221.0,-171.0,171.0
WP191957,KIT,1957,0.0,0.1272865802331274,50.0,48.0,2.0,2.0
WP141957,GLORIA,1957,0.0,0.0536402437432693,50.0,105.0,-55.0,55.0
WP131957,FAYE,1957,0.0,0.0,50.0,221.0,-171.0,171.0
WP111957,CARMEN,1957,0.0,0.0,50.0,221.0,-171.0,171.0
WP061957,WENDY,1957,0.0,0.0587422845595958,50.0,102.0,-52.0,52.0
WP051957,VIRGINIA,1957,0.0,0.0051020408163265,50.0,165.0,-115.0,115.0
WP031957,SHIRLEY,1957,0.0,0.0,50.0,221.0,-171.0,171.0
WP231956,POLLY,1956,0.0,0.1266295680188326,50.0,49.0,1.0,1.0
WP041982,PAT,1982,0.0,0.0,50.0,221.0,-171.0,171.0
WP211956,OLIVE,1956,0.0,0.0051020408163265,50.0,165.0,-115.0,115.0
WP191956,KAREN:LUCILLE,1956,0.0,0.0357142857142857,50.0,123.0,-73.0,73.0
WP141956,GILDA,1956,0.0,0.0616060304260908,50.0,98.0,-48.0,48.0
WP131956,FREDA,1956,0.0,0.0,50.0,221.0,-171.0,171.0
WP111956,DINAH,1956,0.0,0.0,50.0,221.0,-171.0,171.0
WP101956,CHARLOTTE,1956,0.0,0.0,50.0,221.0,-171.0,171.0
WP091956,BABS,1956,0.0,0.0,50.0,221.0,-171.0,171.0
WP031956,THELMA,1956,0.0,0.010204081632653,50.0,149.0,-99.0,99.0
WP011956,SARAH,1956,0.0,0.0,50.0,221.0,-171.0,171.0
WP211955,PATSY,1955,0.0,0.0,50.0,221.0,-171.0,171.0
WP121955,IRIS,1955,0.0,0.0,50.0,221.0,-171.0,171.0
WP011955,VIOLET,1955,0.0,0.0268678351870452,50.0,129.0,-79.0,79.0
WP191954,TILDA,1954,0.0,0.010204081632653,50.0,149.0,-99.0,99.0
WP181954,SALLY,1954,0.0,0.010204081632653,50.0,149.0,-99.0,99.0
WP221956,NADINE,1956,0.0,0.0,50.0,221.0,-171.0,171.0
WP041963,SHIRLEY,1963,0.0,0.0,50.0,221.0,-171.0,171.0
WP281962,LUCY,1962,0.0,0.0938541742697736,50.0,70.0,-20.0,20.0
WP261962,JEAN,1962,0.0,0.0,50.0,221.0,-171.0,171.0
